תאריך,שער,נפח,,,,
20.01.2020,0.2222,,,,,
17.01.2020,0.2222,,,,,
16.01.2020,0.221,,,,,
15.01.2020,0.2217,,,,,
14.01.2020,0.2215,,,,,
13.01.2020,0.2221,,,,,
10.01.2020,0.2207,,,,,
09.01.2020,0.2209,,,,,
08.01.2020,0.2203,,,,,
07.01.2020,0.2196,,,,,
06.01.2020,0.2184,,,,,
03.01.2020,0.2194,,,,,
02.01.2020,0.2204,,,,,
01.01.2020,0.2182,,,,,
31.12.2019,0.2181,,,,,
30.12.2019,0.2203,,,,,
27.12.2019,0.221,,,,,
26.12.2019,0.2217,,,,,
25.12.2019,0.2219,,,,,
24.12.2019,0.222,,,,,
23.12.2019,0.2225,,,,,
20.12.2019,0.2211,,,,,
19.12.2019,0.2208,,,,,
18.12.2019,0.2185,,,,,
17.12.2019,0.2182,,,,,
16.12.2019,0.2144,,,,,
13.12.2019,0.2153,,,,,
12.12.2019,0.2183,,,,,
11.12.2019,0.2183,,,,,
10.12.2019,0.2184,,,,,
09.12.2019,0.2192,,,,,
06.12.2019,0.2194,,,,,
05.12.2019,0.2192,,,,,
04.12.2019,0.2195,,,,,
03.12.2019,0.2208,,,,,
02.12.2019,0.2223,,,,,
29.11.2019,0.2223,,,,,
28.11.2019,0.2226,,,,,
27.11.2019,0.2232,,,,,
26.11.2019,0.2244,,,,,
25.11.2019,0.2234,,,,,
22.11.2019,0.2244,,,,,
21.11.2019,0.2233,,,,,
20.11.2019,0.2227,,,,,
19.11.2019,0.2232,,,,,
18.11.2019,0.2229,,,,,
15.11.2019,0.223,,,,,
14.11.2019,0.2227,,,,,
13.11.2019,0.2226,,,,,
12.11.2019,0.222,,,,,
11.11.2019,0.2219,,,,,
08.11.2019,0.2239,,,,,
07.11.2019,0.223,,,,,
06.11.2019,0.2227,,,,,
05.11.2019,0.222,,,,,
04.11.2019,0.2209,,,,,
01.11.2019,0.2189,,,,,
31.10.2019,0.2191,,,,,
30.10.2019,0.2195,,,,,
29.10.2019,0.2203,,,,,
28.10.2019,0.2199,,,,,
25.10.2019,0.2204,,,,,
24.10.2019,0.2197,,,,,
23.10.2019,0.2192,,,,,
22.10.2019,0.2196,,,,,
21.10.2019,0.2177,,,,,
18.10.2019,0.2175,,,,,
17.10.2019,0.2188,,,,,
